Year,Sport,Country,Medals
1956,Water Polo,Hungary,1
1956,Water Polo,Soviet Union,1
1956,Water Polo,Yugoslavia,1
1956,Weightlifting,Soviet Union,7
1956,Weightlifting,United States of America,7
1956,Weightlifting,Italy,2
1956,Wrestling,Soviet Union,13
1956,Wrestling,Turkey,7
1956,Wrestling,Bulgaria,4
1960,Alpine Skiing,Austria,5
1960,Alpine Skiing,France,3
1960,Alpine Skiing,Germany,3
1960,Athletics,United States of America,26
1960,Athletics,Soviet Union,21
1960,Athletics,Germany,13
1960,Basketball,Brazil,1
1960,Basketball,Soviet Union,1
1960,Basketball,United States of America,1
1960,Biathlon,Finland,1
1960,Biathlon,Soviet Union,1
1960,Biathlon,Sweden,1
1960,Boxing,Italy,7
1960,Boxing,Poland,7
1960,Boxing,Soviet Union,5
1960,Canoe Sprint,Hungary,6
1960,Canoe Sprint,Soviet Union,4
1960,Canoe Sprint,Germany,3
1960,Cross Country Skiing,Soviet Union,6
1960,Cross Country Skiing,Finland,5
1960,Cross Country Skiing,Sweden,5
1960,Cycling Road,Italy,2
1960,Cycling Road,Soviet Union,2
1960,Cycling Road,Belgium,1
1960,Cycling Track,Italy,5
1960,Cycling Track,Germany,3
1960,Cycling Track,Soviet Union,3
1960,Diving,United States of America,6
1960,Diving,Germany,2
1960,Diving,Great Britain,2
1960,Equestrian Dressage,Germany,1
1960,Equestrian Dressage,Soviet Union,1
1960,Equestrian Dressage,Switzerland,1
1960,Equestrian Eventing,Australia,3
1960,Equestrian Eventing,Switzerland,2
1960,Equestrian Eventing,France,1
1960,Equestrian Jumping,Italy,3
1960,Equestrian Jumping,Germany,1
1960,Equestrian Jumping,Great Britain,1
1960,Fencing,Soviet Union,7
1960,Fencing,Italy,6
1960,Fencing,Hungary,4
1960,Figure skating,United States of America,4
1960,Figure skating,Canada,2
1960,Figure skating,Czechoslovakia,1
1960,Football,Denmark,1
1960,Football,Hungary,1
1960,Football,Yugoslavia,1
1960,Gymnastics Artistic,Soviet Union,26
1960,Gymnastics Artistic,Japan,9
1960,Gymnastics Artistic,Italy,3
1960,Hockey,India,1
1960,Hockey,Pakistan,1
1960,Hockey,Spain,1
1960,Ice Hockey,Canada,1
1960,Ice Hockey,Soviet Union,1
1960,Ice Hockey,United States of America,1
1960,Modern Pentathlon,Hungary,3
1960,Modern Pentathlon,United States of America,2
1960,Modern Pentathlon,Soviet Union,1
1960,Nordic Combined,Germany,1
1960,Nordic Combined,Norway,1
1960,Nordic Combined,Soviet Union,1
1960,Rowing,Soviet Union,5
1960,Rowing,Germany,4
1960,Rowing,Czechoslovakia,2
1960,Sailing,Denmark,3
1960,Sailing,Soviet Union,2
1960,Sailing,United States of America,2
1960,Shooting,Soviet Union,7
1960,Shooting,Germany,2
1960,Shooting,United States of America,2
1960,Ski Jumping,Austria,1
1960,Ski Jumping,Finland,1
1960,Ski Jumping,Germany,1
1960,Speed skating,Soviet Union,12
1960,Speed skating,Norway,3
1960,Speed skating,Germany,2
1960,Swimming,United States of America,15
1960,Swimming,Australia,13
1960,Swimming,Japan,5
1960,Water Polo,Hungary,1
1960,Water Polo,Italy,1
1960,Water Polo,Soviet Union,1
1960,Weightlifting,Soviet Union,6
1960,Weightlifting,United States of America,6
1960,Weightlifting,Poland,2
1960,Wrestling,Soviet Union,10
1960,Wrestling,Turkey,9
1960,Wrestling,Bulgaria,6
1964,Alpine Skiing,Austria,7
1964,Alpine Skiing,France,6
1964,Alpine Skiing,United States of America,4
1964,Athletics,United States of America,24
1964,Athletics,Soviet Union,18
1964,Athletics,Great Britain,12
1964,Basketball,Brazil,1
1964,Basketball,Soviet Union,1
1964,Basketball,United States of America,1
1964,Biathlon,Soviet Union,2
1964,Biathlon,Norway,1
1964,Bobsleigh,Italy,3
1964,Bobsleigh,Austria,1
1964,Bobsleigh,Canada,1
1964,Boxing,Soviet Union,9
1964,Boxing,Poland,7
1964,Boxing,Italy,5
1964,Canoe Sprint,Romania,5
1964,Canoe Sprint,Germany,4
1964,Canoe Sprint,Soviet Union,4
1964,Cross Country Skiing,Soviet Union,8
1964,Cross Country Skiing,Finland,6
1964,Cross Country Skiing,Sweden,5
1964,Cycling Road,Italy,2
1964,Cycling Road,Belgium,1
1964,Cycling Road,Denmark,1
1964,Cycling Track,Italy,6
1964,Cycling Track,France,2
1964,Cycling Track,Germany,2
1964,Diving,United States of America,8
1964,Diving,Germany,2
1964,Diving,Italy,1
1964,Equestrian Dressage,Soviet Union,2
1964,Equestrian Dressage,Switzerland,2
1964,Equestrian Eventing,Germany,2
1964,Equestrian Eventing,Italy,2
1964,Equestrian Eventing,Argentina,1
1964,Equestrian Jumping,France,2
1964,Equestrian Jumping,Germany,2
1964,Equestrian Jumping,Great Britain,1
1964,Fencing,Soviet Union,6
1964,Fencing,France,5
1964,Fencing,Hungary,4
1964,Figure skating,Canada,2
1964,Figure skating,Germany,2
1964,Figure skating,United States of America,2
1964,Football,Czechoslovakia,1
1964,Football,Germany,1
1964,Football,Hungary,1
1964,Gymnastics Artistic,Soviet Union,18
1964,Gymnastics Artistic,Japan,10
1964,Gymnastics Artistic,Czechoslovakia,4
1964,Hockey,Australia,1
1964,Hockey,India,1
1964,Hockey,Pakistan,1
1964,Ice Hockey,Czechoslovakia,1
1964,Ice Hockey,Soviet Union,1
1964,Ice Hockey,Sweden,1
1964,Judo,Japan,4
1964,Judo,Germany,2
1964,Judo,Soviet Union,2
1964,Luge,Germany,5
1964,Luge,Austria,3
1964,Luge,Italy,1
1964,Modern Pentathlon,Soviet Union,3
1964,Modern Pentathlon,Hungary,2
1964,Modern Pentathlon,United States of America,1
1964,Nordic Combined,Germany,1
1964,Nordic Combined,Norway,1
1964,Nordic Combined,Soviet Union,1
1964,Rowing,Germany,4
1964,Rowing,United States of America,4
1964,Rowing,Netherlands,3
1964,Sailing,United States of America,5
1964,Sailing,Denmark,2
1964,Sailing,Germany,2
1964,Shooting,United States of America,7
1964,Shooting,Finland,2
1964,Shooting,Hungary,2
1964,Ski Jumping,Norway,4
1964,Ski Jumping,Finland,2
1964,Speed skating,Soviet Union,11
1964,Speed skating,Norway,7
1964,Speed skating,Finland,2
1964,Swimming,United States of America,29
1964,Swimming,Australia,9
1964,Swimming,Germany,6
1964,Volleyball,Japan,2
1964,Volleyball,Soviet Union,2
1964,Volleyball,Czechoslovakia,1
1964,Water Polo,Hungary,1
1964,Water Polo,Soviet Union,1
1964,Water Polo,Yugoslavia,1
1964,Weightlifting,Soviet Union,7
1964,Weightlifting,Poland,4
1964,Weightlifting,Hungary,3
1964,Wrestling,Soviet Union,10
1964,Wrestling,Bulgaria,8
1964,Wrestling,Japan,6
1968,Alpine Skiing,France,8
1968,Alpine Skiing,Austria,5
1968,Alpine Skiing,Switzerland,3
1968,Athletics,United States of America,28
1968,Athletics,Soviet Union,13
1968,Athletics,Federal Republic of Germany,8
1968,Basketball,Soviet Union,1
1968,Basketball,United States of America,1
1968,Basketball,Yugoslavia,1
1968,Biathlon,Soviet Union,3
1968,Biathlon,Norway,2
1968,Biathlon,Sweden,1
1968,Bobsleigh,Italy,2
1968,Bobsleigh,Austria,1
1968,Bobsleigh,Federal Republic of Germany,1
1968,Boxing,United States of America,7
1968,Boxing,Soviet Union,6
1968,Boxing,Poland,5
1968,Canoe Sprint,Hungary,6
1968,Canoe Sprint,Soviet Union,6
1968,Canoe Sprint,Federal Republic of Germany,3
1968,Cross Country Skiing,Norway,7
1968,Cross Country Skiing,Sweden,5
1968,Cross Country Skiing,Soviet Union,4
1968,Cycling Road,Italy,2
1968,Cycling Road,Sweden,2
1968,Cycling Road,Denmark,1
1968,Cycling Track,France,5
1968,Cycling Track,Denmark,3
1968,Cycling Track,Italy,2
1968,Diving,United States of America,6
1968,Diving,Italy,2
1968,Diving,Soviet Union,2
1968,Equestrian Dressage,Federal Republic of Germany,3
1968,Equestrian Dressage,Soviet Union,2
1968,Equestrian Dressage,Switzerland,1
1968,Equestrian Eventing,Great Britain,2
1968,Equestrian Eventing,United States of America,2
1968,Equestrian Eventing,Australia,1
1968,Equestrian Jumping,Canada,1
1968,Equestrian Jumping,Federal Republic of Germany,1
1968,Equestrian Jumping,France,1
1968,Fencing,Hungary,7
1968,Fencing,Soviet Union,7
1968,Fencing,Poland,3
1968,Figure skating,Soviet Union,2
1968,Figure skating,United States of America,2
1968,Figure skating,Austria,1
1968,Football,Bulgaria,1
1968,Football,Hungary,1
1968,Football,Japan,1
1968,Gymnastics Artistic,Soviet Union,18
1968,Gymnastics Artistic,Japan,12
1968,Gymnastics Artistic,Czechoslovakia,6
1968,Hockey,Australia,1
1968,Hockey,India,1
1968,Hockey,Pakistan,1
1968,Ice Hockey,Canada,1
1968,Ice Hockey,Czechoslovakia,1
1968,Ice Hockey,Soviet Union,1
1968,Luge,Federal Republic of Germany,3
1968,Luge,German Democratic Republic (Germany),3
1968,Luge,Austria,2
1968,Modern Pentathlon,Hungary,2
1968,Modern Pentathlon,Soviet Union,2
1968,Modern Pentathlon,France,1
1968,Nordic Combined,Federal Republic of Germany,1
1968,Nordic Combined,German Democratic Republic (Germany),1
1968,Nordic Combined,Switzerland,1
1968,Rowing,German Democratic Republic (Germany),3
1968,Rowing,Netherlands,3
1968,Rowing,Denmark,2
1968,Sailing,Great Britain,2
1968,Sailing,Italy,2
1968,Sailing,United States of America,2
1968,Shooting,Soviet Union,5
1968,Shooting,Federal Republic of Germany,3
1968,Shooting,United States of America,3
1968,Ski Jumping,Austria,2
1968,Ski Jumping,Czechoslovakia,2
1968,Ski Jumping,Norway,1
1968,Speed skating,Netherlands,9
1968,Speed skating,Norway,4
1968,Speed skating,United States of America,3
1968,Swimming,United States of America,52
1968,Swimming,Australia,8
1968,Swimming,Soviet Union,8
1968,Volleyball,Japan,2
1968,Volleyball,Soviet Union,2
1968,Volleyball,Czechoslovakia,1
1968,Water Polo,Hungary,1
1968,Water Polo,Soviet Union,1
1968,Water Polo,Yugoslavia,1
1968,Weightlifting,Soviet Union,6
1968,Weightlifting,Poland,5
1968,Weightlifting,Japan,3
1968,Wrestling,Soviet Union,9
1968,Wrestling,Bulgaria,6
1968,Wrestling,Japan,5
1972,Alpine Skiing,Switzerland,6
1972,Alpine Skiing,Austria,4
1972,Alpine Skiing,Italy,3
1972,Archery,United States of America,2
1972,Archery,Finland,1
1972,Archery,Poland,1
1972,Athletics,United States of America,22
1972,Athletics,German Democratic Republic (Germany),20
1972,Athletics,Soviet Union,17
1972,Basketball,Cuba,1
1972,Basketball,Soviet Union,1
1972,Basketball,United States of America,1
1972,Biathlon,German Democratic Republic (Germany),2
1972,Biathlon,Finland,1
1972,Biathlon,Norway,1
1972,Bobsleigh,Federal Republic of Germany,3
1972,Bobsleigh,Switzerland,2
1972,Bobsleigh,Italy,1
1972,Boxing,Cuba,5
1972,Boxing,Hungary,4
1972,Boxing,Poland,4
1972,Canoe Slalom,German Democratic Republic (Germany),5
1972,Canoe Slalom,Federal Republic of Germany,4
1972,Canoe Slalom,Austria,1
1972,Canoe Sprint,Soviet Union,6
1972,Canoe Sprint,Hungary,4
1972,Canoe Sprint,Romania,4
1972,Cross Country Skiing,Soviet Union,8
1972,Cross Country Skiing,Norway,7
1972,Cross Country Skiing,Finland,3
1972,Cycling Road,Australia,1
1972,Cycling Road,Netherlands,1
1972,Cycling Road,Poland,1
1972,Cycling Track,German Democratic Republic (Germany),3
1972,Cycling Track,Australia,2
1972,Cycling Track,Federal Republic of Germany,2
1972,Diving,Italy,3
1972,Diving,United States of America,3
1972,Diving,German Democratic Republic (Germany),2
1972,Equestrian Dressage,Federal Republic of Germany,3
1972,Equestrian Dressage,Soviet Union,2
1972,Equestrian Dressage,Sweden,1
1972,Equestrian Eventing,Great Britain,2
1972,Equestrian Eventing,Federal Republic of Germany,1
1972,Equestrian Eventing,Italy,1
1972,Equestrian Jumping,Italy,2
1972,Equestrian Jumping,United States of America,2
1972,Equestrian Jumping,Federal Republic of Germany,1
1972,Fencing,Hungary,8
1972,Fencing,Soviet Union,7
1972,Fencing,France,3
1972,Figure skating,Soviet Union,3
1972,Figure skating,Austria,1
1972,Figure skating,Canada,1
1972,Football,German Democratic Republic (Germany),1
1972,Football,Hungary,1
1972,Football,Poland,1
1972,Gymnastics Artistic,Japan,16
1972,Gymnastics Artistic,Soviet Union,16
1972,Gymnastics Artistic,German Democratic Republic (Germany),9
1972,Handball,Czechoslovakia,1
1972,Handball,Romania,1
1972,Handball,Yugoslavia,1
1972,Hockey,Federal Republic of Germany,1
1972,Hockey,India,1
1972,Hockey,Pakistan,1
1972,Ice Hockey,Czechoslovakia,1
1972,Ice Hockey,Soviet Union,1
1972,Ice Hockey,United States of America,1
1972,Judo,Japan,4
1972,Judo,Soviet Union,4
1972,Judo,France,3
1972,Luge,German Democratic Republic (Germany),8
1972,Luge,Italy,1
1972,Modern Pentathlon,Soviet Union,3
1972,Modern Pentathlon,Hungary,2
1972,Modern Pentathlon,Finland,1
1972,Nordic Combined,German Democratic Republic (Germany),2
1972,Nordic Combined,Finland,1
1972,Rowing,German Democratic Republic (Germany),7
1972,Rowing,Czechoslovakia,2
1972,Rowing,Federal Republic of Germany,2
1972,Sailing,United States of America,3
1972,Sailing,Australia,2
1972,Sailing,Federal Republic of Germany,2
1972,Shooting,Soviet Union,4
1972,Shooting,United States of America,4
1972,Shooting,German Democratic Republic (Germany),2
1972,Ski Jumping,Japan,3
1972,Ski Jumping,German Democratic Republic (Germany),1
1972,Ski Jumping,Poland,1
1972,Speed skating,Netherlands,9
1972,Speed skating,Norway,4
1972,Speed skating,United States of America,4
1972,Swimming,United States of America,43
1972,Swimming,Australia,10
1972,Swimming,German Democratic Republic (Germany),9
1972,Volleyball,Japan,2
1972,Volleyball,Soviet Union,2
1972,Volleyball,Democratic People's Republic of Korea,1
1972,Water Polo,Hungary,1
1972,Water Polo,Soviet Union,1
1972,Water Polo,United States of America,1
1972,Weightlifting,Bulgaria,6
1972,Weightlifting,Hungary,5
1972,Weightlifting,Soviet Union,5
1972,Wrestling,Soviet Union,14
1972,Wrestling,Bulgaria,8
1972,Wrestling,United States of America,6
1976,Alpine Skiing,Italy,4
1976,Alpine Skiing,Federal Republic of Germany,3
1976,Alpine Skiing,Switzerland,3
1976,Archery,Soviet Union,2
1976,Archery,United States of America,2
1976,Archery,Italy,1
1976,Athletics,German Democratic Republic (Germany),27
1976,Athletics,United States of America,22
1976,Athletics,Soviet Union,18
1976,Basketball,Soviet Union,2
1976,Basketball,United States of America,2
1976,Basketball,Bulgaria,1
1976,Biathlon,Soviet Union,3
1976,Biathlon,Finland,2
1976,Biathlon,German Democratic Republic (Germany),1
1976,Bobsleigh,Federal Republic of Germany,2
1976,Bobsleigh,German Democratic Republic (Germany),2
1976,Bobsleigh,Switzerland,2
1976,Boxing,Cuba,8
1976,Boxing,United States of America,7
1976,Boxing,Poland,5
1976,Canoe Sprint,Soviet Union,9
1976,Canoe Sprint,Hungary,8
1976,Canoe Sprint,German Democratic Republic (Germany),7
1976,Cross Country Skiing,Soviet Union,10
1976,Cross Country Skiing,Finland,5
1976,Cross Country Skiing,German Democratic Republic (Germany),2
1976,Cycling Road,Poland,2
1976,Cycling Road,Denmark,1
1976,Cycling Road,Italy,1
1976,Cycling Track,German Democratic Republic (Germany),3
1976,Cycling Track,Federal Republic of Germany,2
1976,Cycling Track,Belgium,1
1976,Diving,United States of America,5
1976,Diving,Soviet Union,3
1976,Diving,Italy,2
1976,Equestrian Dressage,Federal Republic of Germany,3
1976,Equestrian Dressage,Switzerland,2
1976,Equestrian Dressage,United States of America,1
1976,Equestrian Eventing,United States of America,3
1976,Equestrian Eventing,Australia,1
1976,Equestrian Eventing,Federal Republic of Germany,1
1976,Equestrian Jumping,Belgium,2
1976,Equestrian Jumping,Canada,1
1976,Equestrian Jumping,Federal Republic of Germany,1
1976,Fencing,Soviet Union,7
1976,Fencing,Federal Republic of Germany,4
1976,Fencing,Italy,4
1976,Figure skating,Soviet Union,4
1976,Figure skating,German Democratic Republic (Germany),3
1976,Figure skating,United States of America,2
1976,Football,German Democratic Republic (Germany),1
1976,Football,Poland,1
1976,Football,Soviet Union,1
1976,Gymnastics Artistic,Soviet Union,17
1976,Gymnastics Artistic,Japan,10
1976,Gymnastics Artistic,Romania,8
1976,Handball,Soviet Union,2
1976,Handball,German Democratic Republic (Germany),1
1976,Handball,Hungary,1
1976,Hockey,Australia,1
1976,Hockey,New Zealand,1
1976,Hockey,Pakistan,1
1976,Ice Hockey,Czechoslovakia,1
1976,Ice Hockey,Federal Republic of Germany,1
1976,Ice Hockey,Soviet Union,1
1976,Judo,Japan,5
1976,Judo,Soviet Union,5
1976,Judo,Republic of Korea,3
1976,Luge,German Democratic Republic (Germany),5
1976,Luge,Federal Republic of Germany,3
1976,Luge,Austria,1
1976,Modern Pentathlon,Czechoslovakia,2
1976,Modern Pentathlon,Great Britain,1
1976,Modern Pentathlon,Hungary,1
1976,Nordic Combined,German Democratic Republic (Germany),2
1976,Nordic Combined,Federal Republic of Germany,1
1976,Rowing,German Democratic Republic (Germany),14
1976,Rowing,Soviet Union,9
1976,Rowing,Federal Republic of Germany,4
1976,Sailing,Federal Republic of Germany,3
1976,Sailing,United States of America,3
1976,Sailing,Australia,2
1976,Shooting,German Democratic Republic (Germany),4
1976,Shooting,Federal Republic of Germany,3
1976,Shooting,Soviet Union,3
1976,Ski Jumping,Austria,3
1976,Ski Jumping,German Democratic Republic (Germany),3
1976,Speed skating,Soviet Union,8
1976,Speed skating,United States of America,6
1976,Speed skating,Netherlands,5
1976,Swimming,United States of America,34
1976,Swimming,German Democratic Republic (Germany),19
1976,Swimming,Soviet Union,9
1976,Volleyball,Soviet Union,2
1976,Volleyball,Cuba,1
1976,Volleyball,Japan,1
1976,Water Polo,Hungary,1
1976,Water Polo,Italy,1
1976,Water Polo,Netherlands,1
1976,Weightlifting,Soviet Union,8
1976,Weightlifting,Bulgaria,6
1976,Weightlifting,German Democratic Republic (Germany),3
1976,Wrestling,Soviet Union,18
1976,Wrestling,Bulgaria,7
1976,Wrestling,Japan,6
1980,Alpine Skiing,Austria,4
1980,Alpine Skiing,Liechtenstein,4
1980,Alpine Skiing,Switzerland,3
1980,Archery,Soviet Union,3
1980,Archery,Finland,2
1980,Archery,Italy,1
1980,Athletics,Soviet Union,41
1980,Athletics,German Democratic Republic (Germany),29
1980,Athletics,Great Britain,10
1980,Basketball,Soviet Union,2
1980,Basketball,Yugoslavia,2
1980,Basketball,Bulgaria,1
1980,Biathlon,German Democratic Republic (Germany),4
1980,Biathlon,Soviet Union,4
1980,Biathlon,Federal Republic of Germany,1
1980,Bobsleigh,German Democratic Republic (Germany),4
1980,Bobsleigh,Switzerland,2
1980,Boxing,Cuba,10
1980,Boxing,Soviet Union,8
1980,Boxing,German Democratic Republic (Germany),6
1980,Canoe Sprint,German Democratic Republic (Germany),8
1980,Canoe Sprint,Soviet Union,8
1980,Canoe Sprint,Bulgaria,5
1980,Cross Country Skiing,Soviet Union,7
1980,Cross Country Skiing,Finland,6
1980,Cross Country Skiing,Norway,3
1980,Cycling Road,Soviet Union,3
1980,Cycling Road,Czechoslovakia,1
1980,Cycling Road,German Democratic Republic (Germany),1
1980,Cycling Track,German Democratic Republic (Germany),3
1980,Cycling Track,Soviet Union,3
1980,Cycling Track,France,2
1980,Diving,Soviet Union,6
1980,Diving,German Democratic Republic (Germany),4
1980,Diving,Italy,1
1980,Equestrian Dressage,Austria,1
1980,Equestrian Dressage,Bulgaria,1
1980,Equestrian Dressage,Romania,1
1980,Equestrian Eventing,Italy,2
1980,Equestrian Eventing,Soviet Union,1
1980,Equestrian Jumping,Mexico,2
1980,Equestrian Jumping,Poland,2
1980,Equestrian Jumping,Soviet Union,2
1980,Fencing,Soviet Union,8
1980,Fencing,France,6
1980,Fencing,Hungary,5
1980,Figure skating,Soviet Union,4
1980,Figure skating,German Democratic Republic (Germany),3
1980,Figure skating,United States of America,2
1980,Football,Czechoslovakia,1
1980,Football,German Democratic Republic (Germany),1
1980,Football,Soviet Union,1
1980,Gymnastics Artistic,Soviet Union,22
1980,Gymnastics Artistic,German Democratic Republic (Germany),11
1980,Gymnastics Artistic,Romania,7
1980,Handball,German Democratic Republic (Germany),2
1980,Handball,Soviet Union,2
1980,Handball,Romania,1
1980,Hockey,Soviet Union,2
1980,Hockey,Czechoslovakia,1
1980,Hockey,India,1
1980,Ice Hockey,Soviet Union,1
1980,Ice Hockey,Sweden,1
1980,Ice Hockey,United States of America,1
1980,Judo,German Democratic Republic (Germany),5
1980,Judo,Soviet Union,5
1980,Judo,France,4
1980,Luge,German Democratic Republic (Germany),3
1980,Luge,Italy,2
1980,Luge,Soviet Union,2
1980,Modern Pentathlon,Hungary,2
1980,Modern Pentathlon,Soviet Union,2
1980,Modern Pentathlon,Sweden,1
1980,Nordic Combined,German Democratic Republic (Germany),2
1980,Nordic Combined,Finland,1
1980,Rowing,German Democratic Republic (Germany),14
1980,Rowing,Soviet Union,12
1980,Rowing,Bulgaria,4
1980,Sailing,Soviet Union,3
1980,Sailing,Austria,2
1980,Sailing,Brazil,2
1980,Shooting,German Democratic Republic (Germany),6
1980,Shooting,Soviet Union,5
1980,Shooting,Bulgaria,2
1980,Ski Jumping,Austria,2
1980,Ski Jumping,Finland,2
1980,Ski Jumping,German Democratic Republic (Germany),1
1980,Speed skating,United States of America,8
1980,Speed skating,Norway,7
1980,Speed skating,German Democratic Republic (Germany),4
1980,Swimming,German Democratic Republic (Germany),30
1980,Swimming,Soviet Union,22
1980,Swimming,Australia,7
1980,Volleyball,Bulgaria,2
1980,Volleyball,Soviet Union,2
1980,Volleyball,German Democratic Republic (Germany),1
1980,Water Polo,Hungary,1
1980,Water Polo,Soviet Union,1
1980,Water Polo,Yugoslavia,1
1980,Weightlifting,Bulgaria,8
1980,Weightlifting,Soviet Union,8
1980,Weightlifting,German Democratic Republic (Germany),3
1980,Wrestling,Soviet Union,17
1980,Wrestling,Bulgaria,10
1980,Wrestling,Hungary,7
1984,Alpine Skiing,United States of America,5
1984,Alpine Skiing,Switzerland,4
1984,Alpine Skiing,France,3
1984,Archery,Republic of Korea,2
1984,Archery,United States of America,2
1984,Archery,Japan,1
1984,Athletics,United States of America,40
1984,Athletics,Great Britain,16
1984,Athletics,Federal Republic of Germany,11
1984,Basketball,United States of America,2
1984,Basketball,People's Republic of China,1
1984,Basketball,Republic of Korea,1
1984,Biathlon,Federal Republic of Germany,3
1984,Biathlon,Norway,3
1984,Biathlon,German Democratic Republic (Germany),2
1984,Bobsleigh,German Democratic Republic (Germany),4
1984,Bobsleigh,Soviet Union,1
1984,Bobsleigh,Switzerland,1
1984,Boxing,United States of America,11
1984,Boxing,Italy,5
1984,Boxing,Yugoslavia,4
1984,Canoe Sprint,Canada,6
1984,Canoe Sprint,Sweden,6
1984,Canoe Sprint,France,4
1984,Cross Country Skiing,Finland,8
1984,Cross Country Skiing,Soviet Union,5
1984,Cross Country Skiing,Sweden,5
1984,Cycling Road,United States of America,4
1984,Cycling Road,Canada,1
1984,Cycling Road,Federal Republic of Germany,1
1984,Cycling Track,United States of America,5
1984,Cycling Track,Federal Republic of Germany,4
1984,Cycling Track,Australia,1
1984,Diving,United States of America,8
1984,Diving,People's Republic of China,3
1984,Diving,Canada,1
1984,Equestrian Dressage,Federal Republic of Germany,2
1984,Equestrian Dressage,Denmark,1
1984,Equestrian Dressage,Sweden,1
1984,Equestrian Eventing,Great Britain,2
1984,Equestrian Eventing,United States of America,2
1984,Equestrian Eventing,Federal Republic of Germany,1
1984,Equestrian Jumping,Switzerland,1
1984,Equestrian Jumping,United States of America,1
1984,Fencing,France,7
1984,Fencing,Italy,7
1984,Fencing,Federal Republic of Germany,5
1984,Figure skating,Soviet Union,5
1984,Figure skating,United States of America,3
1984,Figure skating,Canada,1
1984,Football,Brazil,1
1984,Football,France,1
1984,Football,Yugoslavia,1
1984,Gymnastics Artistic,United States of America,16
1984,Gymnastics Artistic,People's Republic of China,11
1984,Gymnastics Artistic,Japan,8
1984,Gymnastics Rhythmic,Canada,1
1984,Gymnastics Rhythmic,Federal Republic of Germany,1
1984,Handball,Yugoslavia,2
1984,Handball,Federal Republic of Germany,1
1984,Handball,People's Republic of China,1
1984,Hockey,Federal Republic of Germany,2
1984,Hockey,Great Britain,1
1984,Hockey,Netherlands,1
1984,Ice Hockey,Czechoslovakia,1
1984,Ice Hockey,Soviet Union,1
1984,Ice Hockey,Sweden,1
1984,Judo,Japan,5
1984,Judo,Republic of Korea,5
1984,Judo,Brazil,3
1984,Luge,German Democratic Republic (Germany),4
1984,Luge,Soviet Union,3
1984,Luge,Federal Republic of Germany,1
1984,Modern Pentathlon,Italy,3
1984,Modern Pentathlon,France,1
1984,Modern Pentathlon,Sweden,1
1984,Nordic Combined,Finland,2
1984,Nordic Combined,Norway,1
1984,Rowing,Romania,8
1984,Rowing,United States of America,8
1984,Rowing,Canada,6
1984,Sailing,United States of America,7
1984,Sailing,Canada,3
1984,Sailing,New Zealand,3
1984,Shooting,People's Republic of China,6
1984,Shooting,United States of America,6
1984,Shooting,Great Britain,4
1984,Ski Jumping,Finland,3
1984,Ski Jumping,German Democratic Republic (Germany),2
1984,Ski Jumping,Czechoslovakia,1
1984,Speed skating,German Democratic Republic (Germany),11
1984,Speed skating,Soviet Union,9
1984,Speed skating,Canada,3
1984,Swimming,United States of America,33
1984,Swimming,Australia,12
1984,Swimming,Federal Republic of Germany,11
1984,Synchronized Swimming,Canada,2
1984,Synchronized Swimming,Japan,2
1984,Synchronized Swimming,United States of America,2
1984,Volleyball,United States of America,2
1984,Volleyball,Brazil,1
1984,Volleyball,Italy,1
1984,Water Polo,Federal Republic of Germany,1
1984,Water Polo,United States of America,1
1984,Water Polo,Yugoslavia,1
1984,Weightlifting,Romania,8
1984,Weightlifting,People's Republic of China,6
1984,Weightlifting,Federal Republic of Germany,3
1984,Wrestling,United States of America,13
1984,Wrestling,Japan,9
1984,Wrestling,Republic of Korea,7
1988,Alpine Skiing,Switzerland,11
1988,Alpine Skiing,Austria,6
1988,Alpine Skiing,Federal Republic of Germany,4
1988,Archery,Republic of Korea,6
1988,Archery,United States of America,3
1988,Archery,Great Britain,1
1988,Athletics,German Democratic Republic (Germany),27
1988,Athletics,Soviet Union,26
1988,Athletics,United States of America,26
1988,Basketball,Soviet Union,2
1988,Basketball,United States of America,2
1988,Basketball,Yugoslavia,2
1988,Biathlon,Soviet Union,4
1988,Biathlon,German Democratic Republic (Germany),2
1988,Biathlon,Italy,2
1988,Bobsleigh,German Democratic Republic (Germany),3
1988,Bobsleigh,Soviet Union,2
1988,Bobsleigh,Switzerland,1
1988,Boxing,United States of America,8
1988,Boxing,Poland,4
1988,Boxing,Republic of Korea,4
1988,Canoe Sprint,German Democratic Republic (Germany),9
1988,Canoe Sprint,Soviet Union,6
1988,Canoe Sprint,Bulgaria,5
1988,Cross Country Skiing,Soviet Union,13
1988,Cross Country Skiing,Finland,3
1988,Cross Country Skiing,Norway,3
1988,Cycling Road,Federal Republic of Germany,3
1988,Cycling Road,German Democratic Republic (Germany),2
1988,Cycling Road,Netherlands,1
1988,Cycling Track,Soviet Union,6
1988,Cycling Track,Australia,4
1988,Cycling Track,German Democratic Republic (Germany),4
1988,Diving,People's Republic of China,6
1988,Diving,United States of America,5
1988,Diving,Mexico,1
1988,Equestrian Dressage,Federal Republic of Germany,2
1988,Equestrian Dressage,Switzerland,2
1988,Equestrian Dressage,Canada,1
1988,Equestrian Eventing,Great Britain,3
1988,Equestrian Eventing,New Zealand,2
1988,Equestrian Jumping,France,2
1988,Equestrian Jumping,United States of America,2
1988,Equestrian Jumping,Federal Republic of Germany,1
1988,Fencing,Federal Republic of Germany,7
